num,author,title,format,year,venue
318,"Carr, John Dickson (see also Dickson, Carter)",THE HUNGRY GOBLIN,novel,1972,
319,"Carr, John Dickson (see also Dickson, Carter)",IN SPITE OF THUNDER,novel,1960,
320,"Carr, John Dickson (see also Dickson, Carter)",IT WALKS BY NIGHT,novel,1930,
321,"Carr, John Dickson (see also Dickson, Carter)",THE LOST GALLOWS,novel,1930,
322,"Carr, John Dickson (see also Dickson, Carter)",THE MAD HATTER MYSTERY,novel,1933,
323,"Carr, John Dickson (see also Dickson, Carter)",THE MAN WHO COULD NOT SHUDDER,novel,1940,
324,"Carr, John Dickson (see also Dickson, Carter)",MOST SECRET,novel,1964,
325,"Carr, John Dickson (see also Dickson, Carter)",THE NINE WRONG ANSWERS,novel,1952,
326,"Carr, John Dickson (see also Dickson, Carter)",PANIC IN BOX C,novel,1966,
327,"Carr, John Dickson (see also Dickson, Carter)",PAPA LA-BAS,novel,1968,
328,"Carr, John Dickson (see also Dickson, Carter)",PATRICK BUTLER FOR THE DEFENCE,novel,1956,
329,"Carr, John Dickson (see also Dickson, Carter)",POISON IN JEST,novel,1932,
330,"Carr, John Dickson (see also Dickson, Carter)",THE PROBLEM OF THE WIRE CAGE,novel,1939,
331,"Carr, John Dickson (see also Dickson, Carter)",SCANDAL AT HIGH CHIMNEYS,novel,1959,
332,"Carr, John Dickson (see also Dickson, Carter)",THE SLEEPING SPHINX,novel,1947,
333,"Carr, John Dickson (see also Dickson, Carter)",TILL DEATH DO US PART,novel,1944,
334,"Carr, John Dickson (see also Dickson, Carter)",TO WAKE THE DEAD,novel,1937,
335,"Carr, John Dickson (see also Dickson, Carter)",THE WAXWORKS MURDER,novel,1932,
336,"Carr, John Dickson (see also Dickson, Carter)",THE WITCH OF THE LOW TIDE,novel,1961,
337,"Carr, John Dickson (see also Dickson, Carter)",The Adventure of the Highgate Miracle,short story,1954,The Exploits of Sherlock Holmes; Random
338,"Carr, John Dickson (see also Dickson, Carter)",All in a Maze,novelette,1963,"The Men Who Explained Miracles; H. Hamilton; Merrivale, March and Murder"
339,"Carr, John Dickson (see also Dickson, Carter)",As Drink the Dead....,short story,1926,The Haverfordian; The Door to Doom; Deadly Arts
340,"Carr, John Dickson (see also Dickson, Carter)",The Black Cabinet,short story,1962,Cream of the Crime; The Men Who Explained Miracles; The Black Cabinet; Fell and Foul Play
341,"Carr, John Dickson (see also Dickson, Carter)",The Black Minute,play,1983,The Dead Sleep Lightly; Fell and Foul Play
342,"Carr, John Dickson (see also Dickson, Carter)",The Bride Vanishes,play,1950,EQMM; The Door to Doom; H. Hamilton
343,"Carr, John Dickson (see also Dickson, Carter)",Cabin B-13,play,1944,EQMM; Twentieth Century Detective Stories; Popular; The Door to Doom
344,"Carr, John Dickson (see also Dickson, Carter)",The Clue of the Red Wig,short story,1954,"The Third Bullet and Other Stories; Murder Mixture; Ellery Queen's Shoot the Works; Merrivale, March and Murder"
345,"Carr, John Dickson (see also Dickson, Carter)",Crime on the Coast,novelette,1954,
346,"Carr, John Dickson (see also Dickson, Carter)",The Customers Like Murder,play,1952,EQMM
347,"Carr, John Dickson (see also Dickson, Carter)",The Dead Sleep Lightly,play,1983,The Dead Sleep Lightly
348,"Carr, John Dickson (see also Dickson, Carter)",Death Has Four Faces,play,1983,The Dead Sleep Lightly
349,"Carr, John Dickson (see also Dickson, Carter)",Detective's Day Off,short story,1957,"Weekend Magazine; Crime at Christmas; Scotland Yard's Christmas; Merrivale, March, and Murder"
350,"Carr, John Dickson (see also Dickson, Carter)",The Devil in the Summerhouse,play,1946,"EQMM; Dr. Fell, Detective"
351,"Carr, John Dickson (see also Dickson, Carter)",The Devil's Manuscript,play,1983,The Dead Sleep Lightly
352,"Carr, John Dickson (see also Dickson, Carter)",The Devil's Saint,play,1983,The Dead Sleep Lightly
353,"Carr, John Dickson (see also Dickson, Carter)",The Dragon in the Pool,play,1983,The Dead Sleep Lightly
354,"Carr, John Dickson (see also Dickson, Carter)",The Empty Flat,short story,1945,"EQMM; The Men Who Explained Miracles; Ellery Queen's 12; Merrivale, March and Murder"
355,"Carr, John Dickson (see also Dickson, Carter)",The Ends of Justice,short story,1927,The Haverfordian; The Door to Doom
356,"Carr, John Dickson (see also Dickson, Carter)",Flight from Fleet Street,play,1952,London Mystery Magazine No. 14; The Art of the Impossible; Murder Impossible
357,"Carr, John Dickson (see also Dickson, Carter)",The Fourth Suspect,short story,1927,The Haverfordian; The Door to Doom
358,"Carr, John Dickson (see also Dickson, Carter)",The Gentleman from Paris,short story,1950,EQMM; The Third Bullet and Other Stories; Manhattan Mysteries; Fell and Foul Play
359,"Carr, John Dickson (see also Dickson, Carter)",A Guest in the House,short story,1956,"Dr. Fell, Detective; EQMM; Ellery Queen's Lethal Black Book; Fell and Foul Play"
360,"Carr, John Dickson (see also Dickson, Carter)",The Hangman Won't Wait,play,1944,"EQMM; Dr. Fell, Detective; Alfred Hitchcock's Fireside Book ofSuspense"
361,"Carr, John Dickson (see also Dickson, Carter)",The House in Goblin Wood,short story,1947,"The Third Bullet and Other Stories; The Art of the Impossible; Murder Impossible; Merrivale, March and Murder"
362,"Carr, John Dickson (see also Dickson, Carter)",Invisible Hands,short story,1958,The Men Who Explained Miracles; Death by Invisible Hands; Death Locked In; Fell and Foul Play
363,"Carr, John Dickson (see also Dickson, Carter)",The Locked Door,short story,1957,Everybody's; The Locked Room
364,"Carr, John Dickson (see also Dickson, Carter)",The Locked Room,short story,1943,EQMM; Murder by Experts; The Third Bullet and Other Stories; The Locked Room Reader; 8 Keys to Murder; Fell and Foul Play
365,"Carr, John Dickson (see also Dickson, Carter)",The Man Who Was Dead,short story,1935,Dime Mystery; Door to Doom
366,"Carr, John Dickson (see also Dickson, Carter)",Menace in Wax,short story,1985,Espionage Magazine
367,"Carr, John Dickson (see also Dickson, Carter)",The Murder in Number Four,short story,1928,The Haverfordian; Door to Doom
368,"Carr, John Dickson (see also Dickson, Carter)",The Phantom Archer,play,1948,EQMM; Door to Doom
369,"Carr, John Dickson (see also Dickson, Carter)",The Proverbial Murder,short story,1984,"Dr. Fell, Detective; The Third Bullet and Other Stories; The Penguin Classic Crime Omnibus; Fell and Foul Play"
370,"Carr, John Dickson (see also Dickson, Carter)",The Shadow of the Goat,short story,1926,The Haverfordian; Door to Doom; All But Impossible!
371,"Carr, John Dickson (see also Dickson, Carter)",Strictly Diplomatic,short story,1946,"EQMM; Dr. Fell, Detective; The Men Who Explained Miracles; With Malice Toward All; Merrivale, March and Murder"
372,"Carr, John Dickson (see also Dickson, Carter)",Terror's Dark Tower,short story,1935,Detective Tales; Door to Doom
373,"Carr, John Dickson (see also Dickson, Carter)",The Third Bullet,novelette,1937,
374,"Carr, John Dickson (see also Dickson, Carter)",Vampire Tower,play,1983,The Dead Sleep Lightly
375,"Carr, John Dickson (see also Dickson, Carter)",The Villa of the Damned,play,1983,The Dead Sleep Lightly
376,"Carr, John Dickson (see also Dickson, Carter)",White Tiger Passage,play,1983,The Dead Sleep Lightly
377,"Carr, John Dickson (see also Dickson, Carter)",Will You Make a Bet with Death?,play,1954,EQMM
378,"Carr, John Dickson (see also Dickson, Carter)",Will You Walk into My Parlour,play,1945,"EQMM; Dr. Fell, Detective"
379,"Carr, John Dickson (see also Dickson, Carter)",William Wilson's Racket,short story,1944,"EQMM; To the Queen's Taste; The Men Who Explained Miracles; Merrivale, March and Murder"
380,"Carr, John Dickson (see also Dickson, Carter)",The Wrong Problem,short story,1942,"EQMM; Dr. Fell, Detective; Four-&-Twenty Bloodhounds; The Third Bullet; Thirteen Classic Detective Stories; Fell and Foul Play; Big Book of Locked-Room Mysteries"
381,"Carr, Joseph B.",THE MAN WITH BATED BREATH,novel,1934,
382,"Carter, Lin",INVISIBLE DEATH,novel,1975,
383,"Carter, Nick",The Impossible Theft,novelette,1895,"New York Weekly; Nick Carter Magazine; Nick Carter, the 100th Killmaster"
384,"Carter, Nick",The Mystery of Room No. 11,short story,1899,Gideon Drexel's Millions; Death Locked In
385,"Carter, Nick",Northrup's Little Game,short story,1987,Gideon Drexel's Millions; Espionage Magazine
386,"Casey, Robert J.",THE SECRET OF THE DARK ROOM,novel,1932,
387,"Castier, Jules",The Footprints on the Ceiling,short story,1920,Rather Like; The Misadventures of Sherlock Holmes
388,"Cecil, Henry",Chef's Special,short story,1968,Brief Tales from the Bench; Simon
389,"Chadwick, Charles",THE CACTUS,novel,1925,
390,"Chadwick, Charles",THE MOVING HOUSE OF FOSCALDO,novel,1926,
391,"Chambers, Whitman",THE CAMPANILE MURDERS,novel,1933,
392,"Chambers, Whitman",DEAD MEN LEAVE NO FINGERPRINTS,novel,1935,
393,"Champion, D. L.",The Day Nobody Died,short story,1944,Dime Detective Magazine; The Arbor House Treasury ofDetective & Mystery Stories from the Great Pulps
394,"Champion, D. L.",Lock the Death House Door,short story,1938,"The Complete Cases of Inspector Allhoff, Volume 1"
395,"Chance, John Newton",THE EYE IN DARKNESS,novel,1946,
396,"Chancellor, John",THE MYSTERY OF NORMAN'S COURT,novel,1923,
397,"Chandler, Raymond",Professor Bingo's Snuff,short story,1952,Fantastic
398,"Charteris, Leslie",The Arrow of God,short story,1949,EQMM; MacKill's Mystery Magazine; The Saint Mystery Magazine UK; The Saint on the Spanish Main; Homicidal Acts
399,"Charteris, Leslie",The Impossible Crime,short story,1931,"Alias the Saint; Bumped Off; Wanted for Murder, The Further Adventures of Simon Templar; The Saint— Wanted for Murder"
400,"Charteris, Leslie",The Logical Adventure,short story,1931,Featuring the Saint
401,"Charteris, Leslie",The Mystery of the Child's Toy,short story,1934,"Great Stories of Detection, Mystery and Horror; Boodle; The Saint Intervenes; Big Book of Locked-Room Mysteries"
402,"Chase, James Hadley",THE DOUBLE SHUFFLE,novel,1952,
403,"Chase, James Hadley",THIS WAY FOR A SHROUD,novel,1953,
404,"Chase, Kip",MURDER MOST INGENIOUS,novel,1962,
405,"Chastain, Thomas, and Bill Adler",THE PICTURE-PERFECT MURDERS,novel,1987,
406,"Chastain, Thomas, and Bill Adler",THE REVENGE OF THE ROBINS FAMILY,novel,1984,
407,"Chastain, Thomas, and Bill Adler",WHO KILLED THE ROBINS FAMILY?,novel,1983,
408,"Chesney, Weatherby (C. J. Cutcliffe Hyne, q.v.)",The Horror of the Folding Bed,short story,1898,The Adventures of an Engineer
409,"Chesterton, G. K.",The Absence of Mr. Glass,short story,1914,The Wisdom of Father Brown; Lane; EQMM
410,"Chesterton, G. K.",The Actor and the Alibi,short story,1927,The Secret of Father Brown; Harper
411,"Chesterton, G. K.",The Arrow of Heaven,short story,1926,The Incredulity of Father Brown; Dodd
412,"Chesterton, G. K.",The Blast of the Book,short story,1935,The Scandal of Father Brown; Dodd
413,"Chesterton, G. K.",The Curse of the Golden Cross,short story,1926,The Incredulity of Father Brown
414,"Chesterton, G. K.",The Dagger with Wings,short story,1926,The Incredulity of Father Brown
415,"Chesterton, G. K.",The Doom of the Darnaways,short story,1926,The Incredulity of Father Brown
416,"Chesterton, G. K.",The Ghost of Gideon Wise,short story,1926,The Incredulity of Father Brown
417,"Chesterton, G. K.",The Hammer of God,short story,1911,The Innocence of Father Brown; Lane
418,"Chesterton, G. K.",The Hole in the Wall,short story,1922,The Man Who Knew Too Much; Harper
419,"Chesterton, G. K.",The Invisible Man,short story,1987,The Innocence of Father Brown; Death Locked In; Big Book of Locked-Room Mysteries
420,"Chesterton, G. K.",The Man in the Passage,short story,1959,The Wisdom of Father Brown; EQMM
421,"Chesterton, G. K.",The Miracle of Moon Crescent,short story,1926,The Incredulity of Father Brown
422,"Chesterton, G. K.",The Oracle of the Dog,short story,1950,The Incredulity of Father Brown; EQMM; The Locked Room Reader; 8 Keys to Murder
423,"Chesterton, G. K.",The Pursuit of Mr. Blue,short story,1935,The Scandal of Father Brown
424,"Chesterton, G. K.",The Red Moon of Meru,short story,1927,The Secret of Father Brown
425,"Chesterton, G. K.",The Salad of Colonel Gray,short story,1914,The Wisdom of Father Brown
426,"Chesterton, G. K.",The Secret Garden,short story,1911,The Innocence of Father Brown
427,"Chesterton, G. K.",The Shadow of the Shark,short story,1929,The Poet and the Lunatics; Dodd
428,"Chesterton, G. K.",The Song of the Flying Fish,short story,1927,The Secret of Father Brown
429,"Chesterton, G. K.",The Soul of the Schoolboy,short story,1922,The Man Who Knew Too Much
430,"Chesterton, G. K.",The Three Tools of Death,short story,1911,The Innocence of Father Brown
431,"Chesterton, G. K.",The Tower of Treason,short story,1950,The Man Who Knew Too Much; EQMM
432,"Chesterton, G. K.",The Vanishing of Vaudrey,short story,1927,The Secret of Father Brown
433,"Chesterton, G. K.",The Vanishing Prince,short story,1922,The Man Who Knew Too Much
434,"Chesterton, G. K.",The Wrong Shape,short story,1911,The Innocence of Father Brown
435,"Child, Charles B.",The Man Who Wasn't There,short story,1969,EQMM
436,"Child, Charles B.",The Thumbless Man,short story,1955,The Invisible Killer; EQMM
437,"Child, Nellise",MURDER COMES HOME,novel,1933,
438,"Chipperfield, Robert Orr (Isabelle Ostrander, q.v.)",ABOVE SUSPICION,novel,1923,
439,"Christie, Agatha",CURTAIN,novel,1975,
440,"Christie, Agatha",MURDER FOR CHRISTMAS,novel,1938,
441,"Christie, Agatha",MURDER IN MESOPOTAMIA,novel,1936,
442,"Christie, Agatha",TEN LITTLE NIGGERS,novel,1939,
443,"Christie, Agatha",WHY DIDN'T THEY ASK EVANS?,novel,1934,
444,"Christie, Agatha",At the 'Bells and Motley',short story,1930,The Mysterious Mr. Quinn; Surprise! Surprise!
445,"Christie, Agatha",The Blue Geranium,short story,1932,The Thirteen Problems; The Tuesday Club Murders; 13 for Luck!; EQMM; 13 Clues for Miss Marple
446,"Christie, Agatha",Dead Man's Mirror,short story,1937,Murder in the Mews; Dead Man's Mirror; Hercule Poirot and the Broken Mirror
447,"Christie, Agatha",The Dream,short story,1939,The Regatta Mystery; EQMM; The Adventure of the Christmas Pudding; Big Book of Locked-Room Mysteries
448,"Christie, Agatha",Greenshaw's Folly,short story,1961,The Adventure of the Christmas Pudding; Double Sin and Other Stories
449,"Christie, Agatha",The Idol House of Astarte,short story,1932,The Thirteen Problems; The Tuesday Club Murders
450,"Christie, Agatha",The Market Basing Mystery,short story,1974,Poirot's Early Cases; Dodd
451,"Christie, Agatha",Miss Marple Tells a Story,short story,1939,The Regatta Mystery
452,"Christie, Agatha",Problem at Sea,short story,1939,The Regatta Mystery; Poirot's Early Cases; Hercule Poirot's Early Cases
453,"Christie, Agatha",The Regatta Mystery,short story,1977,The Regatta Mystery; 13 for Luck!; EQMM
454,"Clark, Benjamin S.","Sunshine, Sunshine",short story,1960,The Baker Street Journal Christmas Annual
455,"Clark, Douglas",DEATH AFTER EVENSONG,novel,1969,
456,"Clarke, Laurence",Flashlight,short story,1918,The Strand Magazine
457,"Clason, Clyde B.",BLIND DRIFTS,novel,1937,
458,"Clason, Clyde B.",DRAGON'S CAVE,novel,1939,
459,"Clason, Clyde B.",THE FIFTH TUMBLER,novel,1936,
460,"Clason, Clyde B.",GREEN SHIVERS,novel,1941,
461,"Clason, Clyde B.",THE MAN FROM TIBET,novel,1938,
462,"Clason, Clyde B.",THE PURPLE PARROT,novel,1937,
463,"Clason, Clyde B.",THE WHISPERING EAR,novel,1938,
464,"Cobban, James MacLaren",THE TERROR BY NIGHT,novel,1905,
465,"Coe, Tucker (Donald E. Westlake, q.v.)",MURDER AMONG CHILDREN,novel,1968,
466,"Coe, Tucker (Donald E. Westlake, q.v.)",THE SEARCH FOR MY GREAT-UNCLE'S HEAD,novel,1937,
467,"Cogswell, Theodore R.",Impact with the Devil,short story,1956,Fantasy & Science Fiction; Deals with the Devil; Faber
468,"Cole, G.D.H. & M.",DISGRACE TO THE COLLEGE,novel,1937,
469,"Cole, G.D.H. & M.",In a Telephone Cabinet,short story,1928,Superintendent Wilson's Holiday; The Big Book of Detective Stories; AHMM; Big Book of Locked-Room Mysteries
470,"Cole, G.D.H. & M.",Too Clever by Half,short story,1939,Detection Medley; Line-Up
471,"Coles, Manning",The Case of the Six Indignant Footmen,short story,1960,Nothing to Declare
472,"Colin, Aubrey",HANDS OF DEATH,novel,1963,
473,"Collins, Hunt (see also McBain, Ed)",A Hanging We Will Go!,short story,1952,Smashing Detective; Smashing Detective Stories (UK) #5
474,"Collins, Michael (Dennis Lynds, q.v.)",No One Likes To Be Played for a Sucker,short story,1969,EQMM; Ellery Queen's Anthology #29; All But Impossible!
475,"Collins, Michelle",MURDER AT WILLOW RUN,novel,1979,
476,"Collins, Wilkie",A Terribly Strange Bed,short story,1852,Household Words; After Dark; Tauchnitz; Death Locked In; AHMM; Big Book of Locked-Room Mysteries
477,"Commings, Joseph (see also Craven, Monte)",Assassination—Middle East,short story,1981,MSMM
478,"Commings, Joseph (see also Craven, Monte)",Betrayal in the Night,short story,1963,Mystery Digest
479,"Commings, Joseph (see also Craven, Monte)",The Black Friar Murders,short story,1948,Ten Detective Aces
480,"Commings, Joseph (see also Craven, Monte)",Bones for Davy Jones,short story,1953,Crooks' Tour; The Locked Room Reader; 8 Doors to Death; The Diver and the Witch
481,"Commings, Joseph (see also Craven, Monte)","Castanets, Canaries and Murder",short story,1962,Mystery Digest; Banner Deadlines
482,"Commings, Joseph (see also Craven, Monte)",Death by Black Magic,short story,1948,Ten Detective Aces; Four-&-Twenty Bloodhounds; Hammond; Sleight of Crime; Banner Deadlines
483,"Commings, Joseph (see also Craven, Monte)",Death Shapes the Frame,short story,1949,Private Detective Stories
484,"Commings, Joseph (see also Craven, Monte)",The Devil's Cousin,short story,1959,Mystery Digest; Ghost in the Gallery
485,"Commings, Joseph (see also Craven, Monte)",Dressed to Kill,short story,1982,MSMM
486,"Commings, Joseph (see also Craven, Monte)",The Female Animal,short story,1958,Mystery Digest
487,"Commings, Joseph (see also Craven, Monte)",Fingerprint Ghost,short story,1947,Banner Deadlines
488,"Commings, Joseph (see also Craven, Monte)",The Fire Dragon Caper,short story,1984,MSMM
489,"Commings, Joseph (see also Craven, Monte)",The Giant's Sword,short story,1963,Mystery Digest; Banner Deadlines
490,"Commings, Joseph (see also Craven, Monte)",Ghost in the Gallery,short story,1949,Ten Detective Aces; The Art of the Impossible; Murder Impossible; The Devil's Cousin.
491,"Commings, Joseph (see also Craven, Monte)",The Glass Gravestone,short story,1966,The Saint Mystery Magazine; Big Book of Locked-Room Mysteries
492,"Commings, Joseph (see also Craven, Monte)",The Grand Guignol Caper,short story,1984,MSMM
493,"Commings, Joseph (see also Craven, Monte)",Hangman's House,short story,1962,Mystery Digest
494,"Commings, Joseph (see also Craven, Monte)",Hate Laughs at Locksmiths,short story,1947,Ten Detective Aces
495,"Commings, Joseph (see also Craven, Monte)",Hot Bullets,short story,1960,Mystery Digest
496,"Commings, Joseph (see also Craven, Monte)",Intermission,short story,1961,Mystery Digest
497,"Commings, Joseph (see also Craven, Monte)",The Invisible Clue,short story,1950,Hollywood Detective
